id	type	modified	language	license	datasetID	institutionCode	ownerInstitutionCode	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	waterBody	country	countryCode	stateProvince	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferenceProtocol
Station_23_Date_21JUN2000:13:10:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_21JUN2000:13:10:00.000	Bag Seine	0.03	hectares	120 seconds	2000-06-21 13:10:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.6	0.8	28.207222	-96.956944	WGS84	100	Handheld GPS
Station_23_Date_08MAY2002:10:58:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_08MAY2002:10:58:00.000	Bag Seine	0.03	hectares	120 seconds	2002-05-08 10:58:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.8	28.208056	-96.958056	WGS84	100	Handheld GPS
Station_23_Date_07APR2000:12:18:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_07APR2000:12:18:00.000	Bag Seine	0.03	hectares	120 seconds	2000-04-07 12:18:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.5	28.208056	-96.958333	WGS84	100	Handheld GPS
Station_23_Date_12SEP1984:14:20:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_12SEP1984:14:20:00.000	Bag Seine	0.03	hectares	120 seconds	1984-09-12 14:20:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.5	28.208333	-96.959722	WGS84	100	Handheld GPS
Station_23_Date_25OCT2005:16:15:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_25OCT2005:16:15:00.000	Bag Seine	0.03	hectares	120 seconds	2005-10-25 16:15:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.4	28.208611	-96.958611	WGS84	100	Handheld GPS
Station_23_Date_11APR2003:13:22:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_11APR2003:13:22:00.000	Bag Seine	0.03	hectares	180 seconds	2003-04-11 13:22:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.208889	-96.958889	WGS84	100	Handheld GPS
Station_23_Date_22JUN2005:11:59:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_22JUN2005:11:59:00.000	Bag Seine	0.03	hectares	120 seconds	2005-06-22 11:59:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.3	28.208889	-96.959167	WGS84	100	Handheld GPS
Station_23_Date_08JAN2008:11:20:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_08JAN2008:11:20:00.000	Bag Seine	0.03	hectares	120 seconds	2008-01-08 11:20:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.4	28.209722	-96.960278	WGS84	100	Handheld GPS
Station_23_Date_10JUL1998:10:42:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_10JUL1998:10:42:00.000	Bag Seine	0.03	hectares	120 seconds	1998-07-10 10:42:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.5	28.209722	-96.961111	WGS84	100	Handheld GPS
Station_23_Date_23APR1996:16:27:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_23APR1996:16:27:00.000	Bag Seine	0.03	hectares	120 seconds	1996-04-23 16:27:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.5	28.209722	-96.9625	WGS84	100	Handheld GPS
Station_23_Date_06MAY2003:18:19:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_06MAY2003:18:19:00.000	Bag Seine	0.03	hectares	120 seconds	2003-05-06 18:19:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.7	28.21	-96.960556	WGS84	100	Handheld GPS
Station_23_Date_27SEP2006:18:02:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_27SEP2006:18:02:00.000	Bag Seine	0.03	hectares	120 seconds	2006-09-27 18:02:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.210278	-96.960833	WGS84	100	Handheld GPS
Station_23_Date_13DEC1999:16:09:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_13DEC1999:16:09:00.000	Bag Seine	0.03	hectares	180 seconds	1999-12-13 16:09:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.211667	-96.9625	WGS84	100	Handheld GPS
Station_23_Date_26JAN1987:12:44:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_26JAN1987:12:44:00.000	Bag Seine	0.03	hectares	120 seconds	1987-01-26 12:44:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.2	28.2125	-96.963889	WGS84	100	Handheld GPS
Station_23_Date_17AUG1999:10:36:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_17AUG1999:10:36:00.000	Bag Seine	0.03	hectares	120 seconds	1999-08-17 10:36:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.213056	-96.962222	WGS84	100	Handheld GPS
Station_23_Date_08FEB2002:11:19:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_08FEB2002:11:19:00.000	Bag Seine	0.03	hectares	120 seconds	2002-02-08 11:19:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.213889	-96.963333	WGS84	100	Handheld GPS
Station_23_Date_13MAR1995:10:52:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_13MAR1995:10:52:00.000	Bag Seine	0.03	hectares	120 seconds	1995-03-13 10:52:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.6	28.213889	-96.963889	WGS84	100	Handheld GPS
Station_23_Date_28AUG1989:12:30:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_28AUG1989:12:30:00.000	Bag Seine	0.03	hectares	120 seconds	1989-08-28 12:30:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.213889	-96.965278	WGS84	100	Handheld GPS
Station_23_Date_07MAY1997:18:10:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_07MAY1997:18:10:00.000	Bag Seine	0.03	hectares	120 seconds	1997-05-07 18:10:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.5	28.213889	-96.965278	WGS84	100	Handheld GPS
Station_23_Date_19NOV1997:13:02:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_19NOV1997:13:02:00.000	Bag Seine	0.03	hectares	120 seconds	1997-11-19 13:02:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.213889	-96.965278	WGS84	100	Handheld GPS
Station_23_Date_05OCT1978:09:45:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_05OCT1978:09:45:00.000	Bag Seine	0.05	hectares	0 seconds	1978-10-05 09:45:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.9	28.215278	-96.964722	WGS84	100	Handheld GPS
Station_23_Date_12JUN1979:09:21:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_12JUN1979:09:21:00.000	Bag Seine	0.05	hectares	0 seconds	1979-06-12 09:21:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.6	28.215278	-96.964722	WGS84	100	Handheld GPS
Station_23_Date_23JUL1981:11:00:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_23JUL1981:11:00:00.000	Bag Seine	0.05	hectares	0 seconds	1981-07-23 11:00:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.6	28.215278	-96.964722	WGS84	100	Handheld GPS
Station_23_Date_16AUG1982:12:13:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_16AUG1982:12:13:00.000	Bag Seine	0.05	hectares	0 seconds	1982-08-16 12:13:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.5	28.215278	-96.964722	WGS84	100	Handheld GPS
Station_23_Date_04MAY1983:18:21:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_04MAY1983:18:21:00.000	Bag Seine	0.05	hectares	120 seconds	1983-05-04 18:21:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.6	28.215278	-96.964722	WGS84	100	Handheld GPS
Station_23_Date_06JUN1984:10:17:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_06JUN1984:10:17:00.000	Bag Seine	0.05	hectares	120 seconds	1984-06-06 10:17:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.6	28.215278	-96.964722	WGS84	100	Handheld GPS
Station_23_Date_14MAR1984:10:50:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_14MAR1984:10:50:00.000	Bag Seine	0.05	hectares	120 seconds	1984-03-14 10:50:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.215278	-96.964722	WGS84	100	Handheld GPS
Station_23_Date_26MAR1986:12:38:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_26MAR1986:12:38:00.000	Bag Seine	0.03	hectares	60 seconds	1986-03-26 12:38:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.215278	-96.965278	WGS84	100	Handheld GPS
Station_23_Date_10SEP1997:12:31:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_10SEP1997:12:31:00.000	Bag Seine	0.03	hectares	120 seconds	1997-09-10 12:31:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.215278	-96.966667	WGS84	100	Handheld GPS
Station_23_Date_19MAY1998:17:45:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_23_Date_19MAY1998:17:45:00.000	Bag Seine	0.03	hectares	120 seconds	1998-05-19 17:45:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.215278	-96.966667	WGS84	100	Handheld GPS
Station_24_Date_04AUG1988:13:47:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_04AUG1988:13:47:00.000	Bag Seine	0.03	hectares	240 seconds	1988-08-04 13:47:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.6	28.2	-96.95	WGS84	100	Handheld GPS
Station_24_Date_10AUG1994:13:43:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_10AUG1994:13:43:00.000	Bag Seine	0.03	hectares	120 seconds	1994-08-10 13:43:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.6	28.2	-96.95	WGS84	100	Handheld GPS
Station_24_Date_28DEC2000:12:37:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_28DEC2000:12:37:00.000	Bag Seine	0.03	hectares	180 seconds	2000-12-28 12:37:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.200278	-96.95	WGS84	100	Handheld GPS
Station_24_Date_28OCT1986:16:41:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_28OCT1986:16:41:00.000	Bag Seine	0.03	hectares	60 seconds	1986-10-28 16:41:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.4	28.211111	-96.934722	WGS84	100	Handheld GPS
Station_24_Date_11AUG1997:07:47:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_11AUG1997:07:47:00.000	Bag Seine	0.03	hectares	180 seconds	1997-08-11 07:47:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.3	28.211111	-96.934722	WGS84	100	Handheld GPS
Station_24_Date_02JUN1998:18:17:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_02JUN1998:18:17:00.000	Bag Seine	0.03	hectares	120 seconds	1998-06-02 18:17:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.4	28.211111	-96.934722	WGS84	100	Handheld GPS
Station_24_Date_24JUL2006:12:42:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_24JUL2006:12:42:00.000	Bag Seine	0.03	hectares	120 seconds	2006-07-24 12:42:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.3	28.211667	-96.933889	WGS84	100	Handheld GPS
Station_24_Date_23JAN1998:14:12:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_23JAN1998:14:12:00.000	Bag Seine	0.03	hectares	180 seconds	1998-01-23 14:12:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.2125	-96.9375	WGS84	100	Handheld GPS
Station_24_Date_09OCT1989:11:46:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_09OCT1989:11:46:00.000	Bag Seine	0.03	hectares	120 seconds	1989-10-09 11:46:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.5	28.2125	-96.938889	WGS84	100	Handheld GPS
Station_24_Date_30AUG2001:11:30:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_30AUG2001:11:30:00.000	Bag Seine	0.03	hectares	120 seconds	2001-08-30 11:30:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.6	28.212778	-96.935833	WGS84	100	Handheld GPS
Station_24_Date_17FEB2004:15:28:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_17FEB2004:15:28:00.000	Bag Seine	0.03	hectares	120 seconds	2004-02-17 15:28:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.212778	-96.938889	WGS84	100	Handheld GPS
Station_24_Date_22SEP2003:18:08:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_22SEP2003:18:08:00.000	Bag Seine	0.03	hectares	120 seconds	2003-09-22 18:08:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.5	28.213056	-96.936111	WGS84	100	Handheld GPS
Station_24_Date_22FEB2005:10:53:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_22FEB2005:10:53:00.000	Bag Seine	0.03	hectares	120 seconds	2005-02-22 10:53:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.3	28.213056	-96.937222	WGS84	100	Handheld GPS
Station_24_Date_19AUG2002:14:23:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_19AUG2002:14:23:00.000	Bag Seine	0.03	hectares	120 seconds	2002-08-19 14:23:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.5	28.213611	-96.937222	WGS84	100	Handheld GPS
Station_24_Date_08MAY1991:17:42:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_08MAY1991:17:42:00.000	Bag Seine	0.03	hectares	120 seconds	1991-05-08 17:42:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.7	28.213889	-96.940278	WGS84	100	Handheld GPS
Station_24_Date_08MAR1993:12:26:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_08MAR1993:12:26:00.000	Bag Seine	0.03	hectares	120 seconds	1993-03-08 12:26:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.213889	-96.941667	WGS84	100	Handheld GPS
Station_24_Date_07JUN1995:13:54:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_07JUN1995:13:54:00.000	Bag Seine	0.03	hectares	180 seconds	1995-06-07 13:54:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.6	28.213889	-96.941667	WGS84	100	Handheld GPS
Station_24_Date_29MAR1999:11:29:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_29MAR1999:11:29:00.000	Bag Seine	0.03	hectares	120 seconds	1999-03-29 11:29:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.4	28.214722	-96.940278	WGS84	100	Handheld GPS
Station_24_Date_17MAR2005:10:35:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_17MAR2005:10:35:00.000	Bag Seine	0.03	hectares	120 seconds	2005-03-17 10:35:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.3	28.215	-96.940278	WGS84	100	Handheld GPS
Station_24_Date_12AUG1993:08:36:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_12AUG1993:08:36:00.000	Bag Seine	0.03	hectares	120 seconds	1993-08-12 08:36:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.5	28.215278	-96.941667	WGS84	100	Handheld GPS
Station_24_Date_08JUL1986:14:17:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_08JUL1986:14:17:00.000	Bag Seine	0.03	hectares	120 seconds	1986-07-08 14:17:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.6	28.215278	-96.943056	WGS84	100	Handheld GPS
Station_24_Date_18MAY2000:09:42:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_18MAY2000:09:42:00.000	Bag Seine	0.03	hectares	180 seconds	2000-05-18 09:42:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.7	0.8	28.215556	-96.941111	WGS84	100	Handheld GPS
Station_24_Date_13MAR2006:11:36:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_13MAR2006:11:36:00.000	Bag Seine	0.03	hectares	120 seconds	2006-03-13 11:36:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.4	28.215833	-96.940833	WGS84	100	Handheld GPS
Station_24_Date_20JUL2007:09:59:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_20JUL2007:09:59:00.000	Bag Seine	0.03	hectares	120 seconds	2007-07-20 09:59:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.4	28.215833	-96.940833	WGS84	100	Handheld GPS
Station_24_Date_08MAY2002:10:34:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_24_Date_08MAY2002:10:34:00.000	Bag Seine	0.03	hectares	120 seconds	2002-05-08 10:34:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.5	0.8	28.215833	-96.941389	WGS84	100	Handheld GPS
Station_25_Date_02SEP1992:12:21:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_25_Date_02SEP1992:12:21:00.000	Bag Seine	0.03	hectares	120 seconds	1992-09-02 12:21:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.6	28.2	-96.922222	WGS84	100	Handheld GPS
Station_25_Date_16DEC1992:10:32:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_25_Date_16DEC1992:10:32:00.000	Bag Seine	0.03	hectares	120 seconds	1992-12-16 10:32:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.2	-96.925	WGS84	100	Handheld GPS
Station_25_Date_11NOV1991:14:41:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_25_Date_11NOV1991:14:41:00.000	Bag Seine	0.03	hectares	60 seconds	1991-11-11 14:41:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.3	28.2	-96.927778	WGS84	100	Handheld GPS
Station_25_Date_26FEB1992:12:11:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_25_Date_26FEB1992:12:11:00.000	Bag Seine	0.03	hectares	120 seconds	1992-02-26 12:11:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.2	-96.927778	WGS84	100	Handheld GPS
Station_25_Date_02JUL1997:11:32:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_25_Date_02JUL1997:11:32:00.000	Bag Seine	0.03	hectares	120 seconds	1997-07-02 11:32:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.4	28.2	-96.929167	WGS84	100	Handheld GPS
Station_25_Date_04AUG1988:13:08:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_25_Date_04AUG1988:13:08:00.000	Bag Seine	0.03	hectares	180 seconds	1988-08-04 13:08:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.6	28.2	-96.930556	WGS84	100	Handheld GPS
Station_25_Date_11MAY1992:18:01:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_25_Date_11MAY1992:18:01:00.000	Bag Seine	0.03	hectares	120 seconds	1992-05-11 18:01:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.6	28.2	-96.930556	WGS84	100	Handheld GPS
